Date of Final Decision,Submission Number,Device,Company,Panel (lead),Primary Product Code,city,state,date_received,decision_date,decision_code,expedited_review_flag,device_class
3/10/2022,K213566,ClearRead Xray Pneumothorax,"Riverain Technologies, Inc.",Radiology,QFM,Miamisburg,OH,2021-11-09,2022-03-10,SESE,,2
3/4/2022,K210365,Second Opinion,Pearl Inc.,Radiology,MYN,Beverly Hills,CA,2021-02-08,2022-03-04,SESE,,2
3/1/2022,K212365,BoneView,Gleamer,Radiology,QBS,Saint Mandé,,2021-07-30,2022-03-01,SESE,,2
2/25/2022,K213693,MAGNETOM Vida with syngo MR XA50A,"Siemens Medical Solutions USA, Inc.",Radiology,LNH,Malvern,PA,2021-11-23,2022-02-25,SESE,,2
2/24/2022,K213941,Annalise Enterprise CXR Triage Pneumothorax,Annalise-AI,Radiology,QFM,Sydney,,2021-12-16,2022-02-24,SESE,,2
2/18/2022,K213999,Deep Learning Image Reconstruction,"GE Medical Systems, LLC.",Radiology,JAK,Waukesha,WI,2021-12-21,2022-02-18,SESE,,2
2/18/2022,K213319,"Viz ANEURYSM, Viz ANX","Viz.ai, Inc.",Radiology,QFM,San Francisco,CA,2021-10-04,2022-02-18,SESE,,2
2/17/2022,K213689,"Voluson P6, Voluson P8",GE Healthcare,Radiology,IYN,Wauwatosa,WI,2021-11-23,2022-02-17,SESE,,2
2/11/2022,K213603,SIGNA Artist Evo,GE Healthcare(Tianjin) Company Limited,Radiology,LNH,Tianjin,,2021-11-15,2022-02-11,SESE,,2
2/8/2022,K213165,Rapid,iSchema View Inc.,Radiology,LLZ,Golden,CO,2021-09-28,2022-02-08,SESE,,2
2/4/2022,K212654,"Micro C Medical Imaging System, M01","OXOS Medical, Inc.",Radiology,IZL,Atlanta,GA,2021-08-23,2022-02-04,SESE,,2
2/4/2022,K213938,Revolution Ascend,GE Healthcare Japan Corporation,Radiology,JAK,Hino,,2021-12-16,2022-02-04,SESE,,2
2/3/2022,K213976,Contour ProtégéAI,MIM Software Inc.,Radiology,QKB,Cleveland,OH,2021-12-20,2022-02-03,SESE,,2
1/28/2022,K203260,syngo.CT Brain Hemorrhage,"Siemens Medical Solutions USA, Inc.",Radiology,QAS,Knoxville,TN,2020-11-05,2022-01-28,SESE,,2
1/24/2022,K212333,"Aplio i900/i800/i700 Diagnostic Ultrasound System, Software V6.5",Canon Medical Systems Corporation,Radiology,IYN,Otawara-shi,,2021-07-27,2022-01-24,SESE,,2
1/20/2022,K214019,syngo.CT Extended Functionality,"Siemens Medical Solutions USA, Inc.",Radiology,JAK,Knoxville,TN,2021-12-22,2022-01-20,SESE,,2
1/20/2022,K213668,SIGNA Hero,"GE Healthcare (GE Medical Systems, LLC)",Radiology,LNH,Waukesha,WI,2021-11-22,2022-01-20,SESE,,2
1/19/2022,K212012,Follicle Clarity,Cycle Clarity,Radiology,QIH,Awendaw,SC,2021-06-28,2022-01-19,SESE,,2
1/19/2022,K210747,Caption Interpretation Automated Ejection Fraction Software,Caption Health,Radiology,QIH,Brisbane,CA,2021-03-12,2022-01-19,SESE,,2
1/16/2022,K211980,SIGNA Prime,GE Healthcare (Tianjin) Company Limited,Radiology,LNH,Tianjin,,2021-06-25,2022-01-16,SESE,,2
1/14/2022,K213737,Quantib ND,Quantib B.V.,Radiology,LLZ,Rotterdam,,2021-11-29,2022-01-14,SESE,,2
1/14/2022,K213307,Eclipse II with Smart Noise Cancellation,"Carestream Health, Inc.",Radiology,MQB,Rochester,NY,2021-10-04,2022-01-14,SESE,,2
1/14/2022,K210760,Precise Image,"Philips Medical Systems Nederland, B.V.",Radiology,JAK,Best Noord-Brabant,,2021-03-15,2022-01-14,SESE,,2
1/13/2022,K213642,"Voluson S6, Voluson S8, Voluson S8t, Voluson S10, Voluson S10 Expert",GE Healthcare,Radiology,IYN,Wauwatosa,WI,2021-11-18,2022-01-13,SESE,,2
1/12/2022,K212005,UNiD Spine Analyzer,"MEDICREA International, Inc.",Radiology,LLZ,Rilleux La Pape,,2021-06-28,2022-01-12,SESE,,2
1/7/2022,K211443,AIBOLIT 3D+,"AIbolit Technologies, LLC",Radiology,LLZ,Delray Beach,FL,2021-05-10,2022-01-07,SESE,,2
1/6/2022,K213544,TOMTEC-ARENA,TOMTEC Imaging Systems GmbH,Radiology,QIH,Unterschleissheim,,2021-11-08,2022-01-06,SESE,,2
12/29/2021,K213776,LiverSmart,Resonance Health Analysis Services Pty Ltd,Radiology,PCS,Perth,,2021-12-02,2021-12-29,SESE,,2
12/22/2021,K202404,BoneMRI,MRIguidance B.V,Radiology,QIH,Utrecht,,2020-08-21,2021-12-22,SESE,,2
12/21/2021,K212690,qXR-BT,Qure.ai Technologies,Radiology,QIH,Mumbai,,2021-08-25,2021-12-21,SESE,,2
12/21/2021,K210670,BU-CAD,TaiHao Medical Inc.,Radiology,QDQ,Taipei,,2021-03-05,2021-12-21,SESE,,2
12/20/2021,K213275,EchoGo Core (2.0),Ultromics Limited,Radiology,QIH,Oxford,,2021-09-30,2021-12-20,SESE,,2
12/16/2021,K212616,Koios DS,"Koios Medical, Inc.",Radiology,POK,New York,NY,2021-08-18,2021-12-16,SESE,,2
12/16/2021,K213628,VBrain,Vysioneer Inc.,Radiology,QKB,Cambridge,MA,2021-11-17,2021-12-16,SESE,,2
12/15/2021,K211803,HealthPPT,Zebra Medical Vision Ltd.,Radiology,QFM,Sefayim,,2021-06-11,2021-12-15,SESE,,2
12/15/2021,K213155,RT-Mind-AI,"MedMind Technology Co., Ltd.",Radiology,QKB,Beijing,,2021-09-28,2021-12-15,SESE,,2
12/9/2021,K212466,LVivo Seamless,DiA Imaging Analysis Ltd,Radiology,QIH,Beer-Sheva,,2021-08-06,2021-12-09,SESE,,2
12/6/2021,K213096,Al-Rad Companion (Pulmonary),"Siemens Medical Solutions USA, Inc.",Radiology,JAK,Knoxville,TN,2021-09-24,2021-12-06,SESE,,2
12/3/2021,K212219,AHI System,Fifth Eye Inc.,Cardiovascular,QNV,Ann Arbor,MI,2021-07-16,2021-12-03,SESE,,2
12/1/2021,K213305,"Vantage Fortian 1.5T, MRT-1550, V8.0 with AiCE Reconstruction Processing Unit for MR",Canon Medical Systems Corporation,Radiology,LNH,Otawara-shi,,2021-10-04,2021-12-01,SESE,,2
11/26/2021,K211541,MammoScreen 2.0,Therapixel,Radiology,QDQ,Nice,,2021-05-19,2021-11-26,SESE,,2
11/19/2021,K211326,EndoScreener,"Chengdu Wision Medical Device Co., LTD.",Gastroenterology-Urology,QNP,Chengdu,,2021-04-30,2021-11-19,SESE,,2
11/19/2021,K210831,OnQ Neuro,"CorTechs Labs, Inc",Radiology,QIH,San Diego,CA,2021-03-19,2021-11-19,SESE,,2
11/17/2021,K212336,Soteria.AI,"Omega Medical Imaging, LLC",Radiology,OWB,Sanford,FL,2021-07-27,2021-11-17,SESE,,2
11/17/2021,K212456,Swoop Point-of-Care Magnetic Resonance Imaging (POC MRI) Scanner System,"Hyperfine, Inc.",Radiology,LNH,Guilford,CT,2021-08-05,2021-11-17,SESE,,2
11/17/2021,K211678,Lunit INSIGHT MMG,Lunit Inc.,Radiology,QDQ,Seoul,,2021-06-01,2021-11-17,SESE,,2
11/16/2021,K212265,"TEX20/TEX20 Pro/TEX20S/TEX20T/TEX20 Exp/TEX20 Elite Diagnostic Ultrasound System, TEX10/ TEX10 Pro/TEX10S/TEX10T/TEX10 Exp/TEX10 Elite/TE X/TE X Lite Diagnostic Ultrasound System","Shenzhen Mindray Bio-Medical Electronics Co.,LTD",Radiology,IYN,Shenzhen,,2021-07-20,2021-11-16,SESE,,2
11/15/2021,K213436,Clarius Ultrasound Scanner,Clarius Mobile Health Corp.,Radiology,IYN,Vancouver,,2021-10-22,2021-11-15,SESE,,2
11/10/2021,K211733,Lunit INSIGHT CXR Triage,Lunit Inc.,Radiology,QFM,Seoul,,2021-06-04,2021-11-10,SESE,,2
11/3/2021,K210543,IM007,"Implicity, Inc.",Cardiovascular,DQK,Cambridge,MA,2021-02-24,2021-11-03,SESE,,2
10/29/2021,K211161,Critical Care Suite with Endotracheal Tube Positing AI algorithm,"GE Medical Systems, LLC",Radiology,QIH,Waukesha,WI,2021-04-19,2021-10-29,SESE,,2
10/25/2021,K212218,Advanced Algorithms for Treatment Management Applications (AATMA),Elekta Solutions AB,Radiology,QKB,Stockholm,,2021-07-16,2021-10-25,SESE,,2
10/22/2021,K210807,FlightPlan for Liver,GE Medical Systems SCS,Radiology,LLZ,Buc,,2021-03-17,2021-10-22,SESE,,2
10/22/2021,K212516,IRNF App,Apple Inc.,Cardiovascular,QDB,Cupertino,CA,2021-08-10,2021-10-22,SESE,,2
10/20/2021,K210632,Contour ProtegeAI,MIM Software Inc.,Radiology,QKB,Cleveland,OH,2021-03-03,2021-10-20,SESE,,2
10/14/2021,K212261,StrokeSENS LVO,"Circle Neurovascular Imaging, Inc",Radiology,QAS,Calgary,,2021-07-20,2021-10-14,SESE,,2
10/14/2021,K210999,SwiftMR,AIRS Medical Inc.,Radiology,LLZ,Seoul,,2021-04-02,2021-10-14,SESE,,2
10/12/2021,K212116,VBrain-OAR,Vysioneer Inc.,Radiology,QKB,Cambridge,MA,2021-07-07,2021-10-12,SESE,,2
10/2/2021,K202927,EYE-SYNC,"SyncThink, Inc.",Neurology,QEA,Palo Alto,CA,2020-09-29,2021-10-02,SESE,,2
9/28/2021,K211964,SubtlePET,"Subtle Medical, Inc.",Radiology,KPS,Menlo Park,CA,2021-06-24,2021-09-28,SESE,,2
9/24/2021,K212704,"Philips EPIQ Diagnostic Ultrasound System, Philips Affiniti Diagnostic Ultrasound System",Philips Medical Systems,Radiology,IYN,Bothell,WA,2021-08-26,2021-09-24,SESE,,2
9/21/2021,DEN200080,Paige Prostate,Paige.AI,Pathology,QPN,New York City,NY,2020-12-31,2021-09-21,DENG,,2
9/17/2021,K212269,Intelligent NR,Canon Inc.,Radiology,MQB,Kawasaki,,2021-07-20,2021-09-17,SESE,,2
9/17/2021,K212067,Deep Learning Image Reconstruction,GE Healthcare Japan Corporation,Radiology,JAK,Hino,,2021-07-02,2021-09-17,SESE,,2
9/15/2021,K210085,HealthCCSng,Zebra Medical Vision Ltd.,Radiology,JAK,Shefayim,,2021-01-13,2021-09-15,SESE,,2
9/10/2021,K203785,ClariSIGMAM,ClariPi Inc.,Radiology,QIH,Seoul,,2020-12-28,2021-09-10,SESE,,2
9/10/2021,K210438,Versana Premier,"GE Medical Systems Ultrasound and Primary Care Diagnostics,",Radiology,IYN,Wauwatosa,WI,2021-02-12,2021-09-10,SESE,,2
9/10/2021,K211828,Aquilion Exceed LB,Canon Medical Systems Corporation,Radiology,JAK,Otawara-shi,,2021-06-14,2021-09-10,SESE,,2
9/9/2021,K211824,"HERA W9, HERA W10 Diagnostic Ultrasound System","Samsung Medison Co., Ltd.",Radiology,IYN,Hongcheon-gun,,2021-06-14,2021-09-09,SESE,,2
9/8/2021,DEN200030,FEops HEARTguide,FEops NV,Cardiovascular,QQI,Gent,,2020-05-07,2021-09-08,DENG,,2
9/8/2021,K211597,"EPIQ Series Diagnostic Ultrasound System, Affiniti Series Diagnostic Ultrasound System",Philips Medical Systems,Radiology,IYN,Bothell,WA,2021-05-24,2021-09-08,SESE,,2
9/8/2021,K203555,AmCAD-UT,AmCad BioMed Corporation,Radiology,QIH,Taipei,,2020-12-07,2021-09-08,SESE,,2
9/8/2021,K211867,RayStation 11.0,RaySearch Laboratories AB (publ),Radiology,MUJ,Stockholm,,2021-06-16,2021-09-08,SESE,,2
9/8/2021,K211945,V8 Diagnostic Ultrasound System,"Samsung Medison CO., LTD.",Radiology,IYN,Hongcheon-gun,,2021-06-23,2021-09-08,SESE,,2
9/2/2021,K211881,AI Segmentation,"Varian Medical Systems, Inc.",Radiology,MUJ,Palo Alto,CA,2021-06-21,2021-09-02,SESE,,2
8/31/2021,K201560,Auto Lung Nodule Detection,"Samsung Electronics Co.,Ltd.",Radiology,MYN,Suwon-Si,,2020-06-10,2021-08-31,SESE,,2
8/31/2021,K212383,EndoNaut,Therenva SAS,Radiology,OWB,Rennes,,2021-08-02,2021-08-31,SESE,,2
8/27/2021,K203696,RBknee,Radiobotics ApS,Radiology,LLZ,Copenhagen,,2020-12-18,2021-08-27,SESE,,2
8/20/2021,K211846,Discovery MI Gen2,"GE Medical Systems, LLC.",Radiology,KPS,Waukesha,WI,2021-06-15,2021-08-20,SESE,,2
8/16/2021,K212230,TruSPECT  Radiological Image Processing Station,Spectrum Dynamics Medical Ltd,Radiology,LLZ,Caesarea,,2021-07-16,2021-08-16,SESE,,2
8/12/2021,K211179,InferRead CT Stroke.AI,"Infervision Medical Technology Co., Ltd.",Radiology,QAS,Beijing,,2021-04-20,2021-08-12,SESE,,2
8/11/2021,K203448,uCT ATLAS with uWS-CT-Dual Energy Analysis,"Shanghai United Imaging Healthcare Co., Ltd.",Radiology,JAK,Shanghai,,2020-11-23,2021-08-11,SESE,,2
8/6/2021,K211764,Vereos PET/CT,Philips Medical Systems Nederland B.V.,Radiology,KPS,Best,,2021-06-08,2021-08-06,SESE,,2
8/6/2021,K212100,Kosmos,"EchoNous, Inc.",Radiology,IYN,Redmond,WA,2021-07-06,2021-08-06,SESE,,2
8/2/2021,K211431,breastscape v1.0,Olea Medical,Radiology,QIH,La Ciotat,,2021-05-07,2021-08-02,SESE,,2
7/30/2021,K211222,qER-Quant,Qure.ai Technologies,Radiology,QIH,Mumbai,,2021-04-23,2021-07-30,SESE,,2
7/30/2021,K211379,syngo.via RT Image Suite,Siemens Medical Solutions USA Inc.,Radiology,MUJ,Knoxville,TN,2021-05-04,2021-07-30,SESE,,2
7/27/2021,K212074,ClariCT.AI,ClariPi Inc.,Radiology,LLZ,Seoul,,2021-07-02,2021-07-27,SESE,,2
7/27/2021,K210791,Us2.v1,eko.ai Pte. Ltd. d/b/a Us2.ai,Radiology,QIH,Singapore,,2021-03-16,2021-07-27,SESE,,2
7/27/2021,K211279,Volpara Imaging Software,Volpara Health Technologies Limited,Radiology,LLZ,Wellington,,2021-04-27,2021-07-27,SESE,,2
7/27/2021,K211655,aPROMISE,EXINI Diagnostics AB,Radiology,LLZ,Lund,,2021-05-28,2021-07-27,SESE,,2
7/23/2021,K211951,GI Genius,Cosmo Artificial Intelligence - AI Ltd,Gastroenterology-Urology,QNP,Dublin,,2021-06-23,2021-07-23,SESE,,2
7/20/2021,K210719,Change Healthcare Anatomical AI,Change Healthcare Canada Company,Radiology,QIH,Richmond,,2021-03-10,2021-07-20,SESE,,2
7/20/2021,K211906,Vital Signs,Oxehealth Limited,Cardiovascular,QME,Oxford,,2021-06-21,2021-07-20,SESE,,2
7/20/2021,K210666,Chest-CAD,"Imagen Technologies, Inc",Radiology,MYN,New York,NY,2021-03-05,2021-07-20,SESE,,2
7/12/2021,K211506,PowerLook Density Assessment V4.0,"iCAD, Inc.",Radiology,QIH,Nashua,NH,2021-05-14,2021-07-12,SESE,,2
7/8/2021,K211788,HALO,Nico.Lab B.V.,Radiology,QAS,Amsterdam,,2021-06-09,2021-07-08,SESE,,2
7/1/2021,K210611,MAGNETOM Free.Max,"Siemens Medical Solutions USA, Inc.",Radiology,LNH,Malvern,PA,2021-03-01,2021-07-01,SESE,,2
6/29/2021,K210645,RayStation 10.1,RaySearch Laboratories AB (publ),Radiology,MUJ,Stockholm,,2021-03-03,2021-06-29,SESE,,2
6/17/2021,K203514,Precise Position,"Philips Healthcare (Suzhou) Co., Ltd.",Radiology,JAK,Suzhou,,2020-11-30,2021-06-17,SESE,,2
6/16/2021,K202718,Qmenta Care Platform Family,"Mint Labs, Inc., d/b/a. QMENTA",Radiology,LLZ,Boston,MA,2020-09-17,2021-06-16,SESE,,2
6/16/2021,K210034,EnsoSleep,"EnsoData, Inc.",Neurology,OLZ,Madison,WI,2021-01-06,2021-06-16,SESE,,2
6/11/2021,K210484,"LINQ II Insertable Cardiac Monitor, Zelda AI ECG Classification System","Medtronic, Inc.",Cardiovascular,MXD,Mounds View,MN,2021-02-19,2021-06-11,SESE,,2
6/10/2021,K211459,"syngo.via MI WorkFlows, Scenium, syngo MBF","Siemens Medical Solutions USA, Inc.",Radiology,QIH,Knoxville,TN,2021-05-11,2021-06-10,SESE,,2
6/10/2021,K203629,IDx-DR,Digital Diagnostics Inc.,Ophthalmic,PIB,Coralville,IA,2020-12-11,2021-06-10,SESE,,2
6/8/2021,K210458,"OPTIS Mobile Next Imaging System, OPTIS Integrated Next Imaging System",Abbott Medical,Radiology,NQQ,Westford,MA,2021-02-16,2021-06-08,SESE,,2
6/2/2021,K210404,Transpara 1.7.0,ScreenPoint Medical B.V.,Radiology,QDQ,Nijmegen,,2021-02-10,2021-06-02,SESE,,2
6/2/2021,DEN200069,Cognoa ASD Diagnosis Aid,"Cognoa, Inc.",Neurology,QPF,Palo Alto,CA,2020-11-03,2021-06-02,DENG,,2
5/21/2021,K202527,Zio ECG Utilization Software (ZEUS) System,"iRhythm Technologies, Inc.",Cardiovascular,DQK,San Francisco,CA,2020-09-01,2021-05-21,SESE,,2
5/19/2021,K210237,CINA CHEST,Avicenna.AI,Radiology,QAS,La Ciotat,,2021-01-28,2021-05-19,SESE,,2
5/19/2021,K210187,Overjet Dental Assist,"Overjet, Inc.",Radiology,LLZ,Boston,MA,2021-01-25,2021-05-19,SESE,,2
5/13/2021,K211118,SIGNA 7.0T,"GE Medical Systems, LLC",Radiology,LNH,Waukesha,WI,2021-04-15,2021-05-13,SESE,,2
5/13/2021,K210426,HS40 Diagnostic Ultrasound System,"Samsung Medison CO., LTD.",Radiology,IYN,Hongcheon-gun,,2021-02-11,2021-05-13,SESE,,2
4/30/2021,K210001,HYPER AiR,"Shanghai United Imaging Healthcare Co.,Ltd.",Radiology,KPS,Shanghai,,2021-01-04,2021-04-30,SESE,,2
4/23/2021,K203502,MEDO-Thyroid,MEDO DX Pte. Ltd.,Radiology,QIH,Edmonton,,2020-11-30,2021-04-23,SESE,,2
4/23/2021,K203314,Cartesion Prime (PCD-1000A/3) V10.8,Canon Medical Systems Corporation,Radiology,KPS,Otawara-shi,,2020-11-10,2021-04-23,SESE,,2
4/21/2021,K210556,Preview Shoulder,Genesis Software Innovations,Radiology,QIH,Grand Rapids,MI,2021-02-25,2021-04-21,SESE,,2
4/20/2021,K203610,Automatic Anatomy Recognition (AAR),"Quantitative Radiology Solutions, LLC",Radiology,QKB,Philadelphia,PA,2020-12-10,2021-04-20,SESE,,2
4/19/2021,K203469,AI Segmentation,"Varian Medical Systems, Inc.",Radiology,MUJ,Palo Alto,CA,2020-11-25,2021-04-19,SESE,,2
4/16/2021,K203517,Saige-Q,"DeepHealth, Inc.",Radiology,QFM,Cambridge,MA,2020-11-30,2021-04-16,SESE,,2
4/14/2021,K202992,"BriefCase, RIB Fractures Triage (RibFx)","Aidoc Medical, Ltd.",Radiology,QFM,Tel-Aviv,,2020-09-30,2021-04-14,SESE,,2
4/9/2021,DEN200055,GI Genius,"Cosmo Artificial Intelligence - AI, LTD",Gastroenterology-Urology,QNP,Dublin,,2020-09-08,2021-04-09,DENG,,2
4/2/2021,K202441,Eclipse II with Smart Noise Cancellation,"Carestream Health, Inc.",Radiology,MQB,Rochester,NY,2020-08-26,2021-04-02,SESE,,2
4/2/2021,K202928,DV. Target,Deepvoxel INC,Radiology,QKB,Irvine,CA,2020-09-29,2021-04-02,SESE,,2
4/1/2021,DEN200038,Gili Pro BioSensor (also known as Gili BioSensor System),ContinUse Biometrics Ltd.,Cardiovascular,QOK,Tel-Aviv,,2020-06-12,2021-04-01,DENG,,2
3/31/2021,K210071,SIS System (Version 5.1.0),"Surgical Information Sciences, Inc.",Radiology,LLZ,Plymouth,MN,2021-01-11,2021-03-31,SESE,,2
3/31/2021,K203443,"MAGNETOM Vida, MAGNETOM Sola, MAGNETOM Lumina, MAGNETOM Altea","Siemens Medical Solutions USA, Inc.",Radiology,LNH,Malvern,PA,2020-11-23,2021-03-31,SESE,,2
3/31/2021,K203258,syngo.CT Lung CAD,Siemens Healthcare GmbH,Radiology,OEB,Forchheim,,2020-11-05,2021-03-31,SESE,,2
3/26/2021,DEN200019,Oxehealth Vital Signs,Oxehealth Limited,Cardiovascular,QME,Oxford,,2020-03-27,2021-03-26,DENG,,2
3/24/2021,K203225,Aquilion ONE (TSX-306A/3) V10.4 with Spectral Imaging System,Canon Medical Systems Corporation,Radiology,JAK,Otawara-shi,,2020-11-02,2021-03-24,SESE,,2
3/23/2021,K210209,Viz ICH,"Viz.ai, Inc.",Radiology,QAS,San Francisco,CA,2021-01-26,2021-03-23,SESE,,2
3/19/2021,K203235,VBrain,Vysioneer Inc.,Radiology,QKB,Cambridge,MA,2020-11-03,2021-03-19,SESE,,2
3/12/2021,K202284,Oncospace,"Oncospace, Inc.",Radiology,MUJ,Baltimore,MD,2020-08-12,2021-03-12,SESE,,2
3/12/2021,K203822,ProFound AI Software V3.0,iCAD Inc.,Radiology,QDQ,Nashua,NH,2020-12-29,2021-03-12,SESE,,2
3/9/2021,K203256,Imbio RV/LV Software,"Imbio, LLC",Radiology,QIH,Minneapolis,MN,2020-11-04,2021-03-09,SESE,,2
3/5/2021,K202300,"Optellum Virtual Nodule Clinic, Optellum software, Optellum platform",Optellum Ltd,Radiology,POK,Oxford,,2020-08-13,2021-03-05,SESE,,2
3/4/2021,K203323,"Vantage Galan 3T, MRT-3020, V6.0 with AiCE Reconstruction Processing Unit for MR",Canon Medical Systems Corporation,Radiology,LNH,Otawara-shi,,2020-11-12,2021-03-04,SESE,,2
3/2/2021,K203617,MaxFOV 2,"GE Medical Systems, LLC.",Radiology,JAK,Waukesha,WI,2020-12-11,2021-03-02,SESE,,2
3/1/2021,DEN200022,Analytic for Hemodynamic Instability (AHI),Fifth Eye Inc.,Cardiovascular,QNV,Ann Arbor,MI,2020-04-03,2021-03-01,DENG,,2
2/26/2021,K203182,SubtleMR,"Subtle Medical, Inc.",Radiology,LLZ,Menlo Park,CA,2020-10-27,2021-02-26,SESE,,2
2/25/2021,K203578,"OTIS 2.1 Optical Coherence Tomography System, THiA Optical Coherence Tomography System","Perimeter Medical Imaging AI, Inc.",Radiology,NQQ,Toronto,,2020-12-07,2021-02-25,SESE,,2
2/25/2021,K202990,NinesMeasure,"Nines, Inc.",Radiology,LLZ,Palo Alto,CA,2020-09-30,2021-02-25,SESE,,2
2/19/2021,K202212,TruPlan,Circle Cardiovascular Imaging Inc.,Radiology,LLZ,Calgary,,2020-08-06,2021-02-19,SESE,,2
2/9/2021,K203103,"Synapse 3D, Synapse 3D Base Tools v6.1",Fujifilm Corporation,Radiology,LLZ,Tokyo,,2020-10-14,2021-02-09,SESE,,2
2/5/2021,K210053,LVivo Software Application,DiA Imaging Analysis Ltd,Radiology,QIH,Beer-Sheva,,2021-01-08,2021-02-05,SESE,,2
2/4/2021,K203582,QUIBIM Precision Prostate (qp-Prostate),QUIBIM S.L.,Radiology,LLZ,Valencia,,2020-12-07,2021-02-04,SESE,,2
1/29/2021,K201411,Visage Breast Density,Visage Imaging GmbH,Radiology,QIH,Berlin,,2020-05-28,2021-01-29,SESE,,2
1/15/2021,K193271,uAI EasyTriage-Rib,"Shanghai United Imaging Intelligence Co., Ltd.",Radiology,QFM,Shanghai,,2019-11-26,2021-01-15,SESE,,2
1/15/2021,K202767,"Vantage Orian 1.5T, MRT-1550, V6.0",Canon Medical Systems Corporation,Radiology,LNH,Otawara-shi,,2020-09-21,2021-01-15,SESE,,2
1/14/2021,K202700,ART-Plan,TheraPanacea,Radiology,QKB,Paris,,2020-09-16,2021-01-14,SESE,,2
1/12/2021,K201836,Aquilion Lightning (TSX-036A/7) V10.2 with AiCE-i,Canon Medical Systems Corporation,Radiology,JAK,Otawara-Shi,,2020-07-02,2021-01-12,SESE,,2
1/12/2021,K203280,Hepatica v1 (Hepatica v1.0.0),Perspectum Ltd.,Radiology,LNH,Oxford,,2020-11-06,2021-01-12,SESE,,2
1/11/2021,P200003,Imagio Breast Imaging System,"Seno Medical Instruments, Inc.",Radiology,QNK,San Antonio,TX,2021-11-01,2022-06-17,APPR,N,3
1/9/2021,K200717,CLEWICU System (ClewICUServer and ClewICUnitor),CLEW Medical Ltd.,Cardiovascular,QNL,Netanya,,2020-03-18,2021-01-09,SESE,,2
1/8/2021,K203329,HeartFlow Analysis,"HeartFlow, Inc.",Cardiovascular,PJA,Redwood City,CA,2020-11-12,2021-01-08,SESE,,2
1/7/2021,K202414,BrainInsight,"Hyperfine Research, Inc",Radiology,LLZ,Guilford,CT,2020-08-24,2021-01-07,SESE,,2
12/29/2020,K203508,BriefCase,"Aidoc Medical, Ltd.",Radiology,QAS,Tel-Aviv,,2020-11-30,2020-12-29,SESE,,2
12/22/2020,K202229,AI Metrics,"AI Metrics, LLC",Radiology,LLZ,Hoover,AL,2020-08-07,2020-12-22,SESE,,2
12/18/2020,K201555,EchoGo Pro,Ultromics Ltd,Radiology,POK,Oxford,,2020-06-10,2020-12-18,SESE,,2
12/10/2020,K203042,Aquilion Exceed LB (TSX-202A/3) V10.6 with AiCE-I,Canon Medical Systems Corporation,Radiology,JAK,Otawara-shi,,2020-10-06,2020-12-10,SESE,,2
12/10/2020,K201745,Deep Learning Image Reconstruction for Gemstone Spectral Imaging,"GE Medical Systems, LLC",Radiology,JAK,Waukesha,WI,2020-06-26,2020-12-10,SESE,,2
12/7/2020,K201039,HepaFat-AI,Resonance Health Analysis Services Pty Ltd,Radiology,LNH,Burswood,,2020-04-20,2020-12-07,SESE,,2
12/4/2020,K202487,HealthJOINT,Zebra Medical Vision Ltd.,Radiology,LLZ,Shefayim,,2020-08-31,2020-12-04,SESE,,2
11/20/2020,K203169,Revolution Ascend,GE Healthcare Japan Corporation,Radiology,JAK,Hino,,2020-10-23,2020-11-20,SESE,,2
11/20/2020,K193287,CorInsights MRI,"ADM Diagnostics, Inc.",Radiology,LLZ,Northbrook,IL,2019-11-27,2020-11-20,SESE,,2
11/20/2020,K200873,HALO,NICo-Lab B.V.,Radiology,QAS,Amsterdam,,2020-04-01,2020-11-20,SESE,,2
11/18/2020,K201195,"syngo.via MI Workflows, syngo MBF","Siemens Medical Solutions USA, Inc.",Radiology,QIH,Hoffman Estates,IL,2020-05-04,2020-11-18,SESE,,2
11/18/2020,K201019,Genius AI Detection,"Hologic, Inc.",Radiology,QDQ,Marlborough,MA,2020-04-17,2020-11-18,SESE,,2
11/17/2020,K193306,PROView,GE Medical Systems SCS,Radiology,LLZ,Waukesha,WI,2019-11-29,2020-11-17,SESE,,2
11/12/2020,K201985,KardiaAI,"AliveCor, Inc.",Cardiovascular,DQK,Mountain View,CA,2020-07-17,2020-11-12,SESE,,2
11/12/2020,K193289,"FastStroke, CT Perfusion 4D",GE Medical Systems SCS,Radiology,JAK,Buc,,2019-11-27,2020-11-12,SESE,,2
11/6/2020,K193562,AI-Rad Companion Organs RT,"Siemens Medical Solutions USA, Inc.",Radiology,QKB,Malvern,PA,2019-12-23,2020-11-06,SESE,,2
11/6/2020,K200750,Neuro.Al Algorithm,"TeraRecon, Inc.",Radiology,LLZ,Durham,NC,2020-03-23,2020-11-06,SESE,,2
10/30/2020,K202013,WRDensity by Whiterabbit.ai,Whiterabbit.ai Inc.,Radiology,QIH,Santa Clara,CA,2020-07-21,2020-10-30,SESE,,2
10/30/2020,K200323,AutoContour,"Radformation, Inc.",Radiology,QKB,New York,NY,2020-02-10,2020-10-30,SESE,,2
10/28/2020,K202089,"LensHooke X1 PRO Semen Quality Analyzer, LensHooke X1 PRO SE Semen Quality Analyzer","Bonraybio Co., Ltd.",Hematology,POV,Taichung,,2020-07-28,2020-10-28,SESE,,2
10/16/2020,K201710,A View LCS,"Coreline Soft Co., Ltd.",Radiology,LLZ,Seoul,,2020-06-23,2020-10-16,SESE,,2
